label,type,uri,author,yearDelivered,isJointPaper,cleanTitle,affiliation,coauthor,JSONRecord,cleanerTitle,primaryTitleFlag,authors,Co_Author2,Co_Author3,FlagThirdAuthor,relationType,relationWeight,surname
Bertram1965,Item,http://127.0.0.1/Bertram1965,"Bertram, Gordon",1965,No,"The Contribution of Education to Economic Growth, 1911 - 1961: Canada and the United States",University of Victoria,,"{""Author"" : ""Bertram, Gordon"", ""Year"" : ""1965"",""label"" : ""Bertram1965"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Bertram1965"", ""cleanTitle"" : ""The Contribution of Education to Economic Growth, 1911 - 1961: Canada and the United States"", ""Institution"" : ""University of Victoria""},","The Contribution of Education to Economic Growth, 1911 - 1961: Canada and the United States",1,,,,No,,,Bertram
Bertram1970,Item,http://127.0.0.1/Bertram1970,"Bertram, Gordon",1970,Yes,The Staple Theory of Economic Growth: A Critique of the Chambers - Gordon Paper,University of Victoria,"Walter, C.","{""Author"" : ""Bertram, Gordon"", ""Year"" : ""1970"",""label"" : ""Bertram1970"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Bertram1970"", ""cleanTitle"" : ""The Staple Theory of Economic Growth: A Critique of the Chambers - Gordon Paper"", ""Institution"" : ""University of Victoria""},",The Staple Theory of Economic Growth: A Critique of the Chambers - Gordon Paper,1,,"Walter, C.",,No,Undirected,1,Bertram
Bertram1972,Item,http://127.0.0.1/Bertram1972,"Bertram, Gordon",1972,No,The Relevance of the Wheat Boom in Canadian Economic Growth,University of Victoria,,"{""Author"" : ""Bertram, Gordon"", ""Year"" : ""1972"",""label"" : ""Bertram1972"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Bertram1972"", ""cleanTitle"" : ""The Relevance of the Wheat Boom in Canadian Economic Growth"", ""Institution"" : ""University of Victoria""},",The Relevance of the Wheat Boom in Canadian Economic Growth,1,,,,No,,,Bertram
Bertram1973,Item,http://127.0.0.1/Bertram1973,"Bertram, Gordon",1973,Yes,"Real Wages in Canada, 1870 - 1926",University of Victoria,"Percy, Michael","{""Author"" : ""Bertram, Gordon"", ""Year"" : ""1973"",""label"" : ""Bertram1973"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Bertram1973"", ""cleanTitle"" : ""Real Wages in Canada, 1870 - 1926"", ""Institution"" : ""University of Victoria""},","Real Wages in Canada, 1870 - 1926",1,,"Percy, Michael",,No,Undirected,1,Bertram
BetranA2014,Item,,"Betrán, Concepción",2014,Yes,International Competition in the First Wave of Globalization: New Evidence on the Margins of Trade,University of Valencia,"Huberman, Michael","{""Author"" : ""Betrán, Concepción"", ""Year"" : ""2014"",""label"" : ""BetranA2014"", ""type"" : ""Item"", ""uri"" : """", ""cleanTitle"" : ""International Competition in the First Wave of Globalization: New Evidence on the Margins of Trade"", ""Institution"" : ""University of Valencia""},",International Competition in the First Wave of Globalization: New Evidence on the Margins of Trade,1,,"Huberman, Michael",,No,Undirected,1,Betrán
BetranA2011,Item,http://127.0.0.1/BetranA2011,"Betrán, Concepción",2011,Yes,Comparing Past and Present Wage Inequality in Two Globalization Periods,University of Valencia,"Pons, Maria","{""Author"" : ""Betrán, Concepción"", ""Year"" : ""2011"",""label"" : ""BetranA2011"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/BetranA2011"", ""cleanTitle"" : ""Comparing Past and Present Wage Inequality in Two Globalization Periods"", ""Institution"" : ""University of Valencia""},",Comparing Past and Present Wage Inequality in Two Globalization Periods,1,,"Pons, Maria",,No,Undirected,1,Betrán
Bitterman1987,Item,http://127.0.0.1/Bitterman1987,"Bitterman, Rusty",1987,No,The Use of a Production - Consumption Approach for Rural Microanalysis: A Nineteenth Century Cape Breton Example,University of New Brunswick,,"{""Author"" : ""Bitterman, Rusty"", ""Year"" : ""1987"",""label"" : ""Bitterman1987"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Bitterman1987"", ""cleanTitle"" : ""The Use of a Production - Consumption Approach for Rural Microanalysis: A Nineteenth Century Cape Breton Example"", ""Institution"" : ""University of New Brunswick""},",The Use of a Production - Consumption Approach for Rural Microanalysis: A Nineteenth Century Cape Breton Example,1,,,,No,,,Bitterman
Blain1975,Item,http://127.0.0.1/Blain1975,"Blain, Larry",1975,No,Regional and National Fluctuations in Canada Since 1919,University of British Columbia,,"{""Author"" : ""Blain, Larry"", ""Year"" : ""1975"",""label"" : ""Blain1975"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Blain1975"", ""cleanTitle"" : ""Regional and National Fluctuations in Canada Since 1919"", ""Institution"" : ""University of British Columbia""},",Regional and National Fluctuations in Canada Since 1919,1,,,,No,,,Blain
Blocker1997,Item,http://127.0.0.1/Blocker1997,"Blocker, Jack",1997,No,"African-American Migration and Urbanization in the Lower Midwest, 1860-1930: Many Questions and a Few Answers",University of Western Ontario,,"{""Author"" : ""Blocker, Jack"", ""Year"" : ""1997"",""label"" : ""Blocker1997"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Blocker1997"", ""cleanTitle"" : ""African-American Migration and Urbanization in the Lower Midwest, 1860-1930: Many Questions and a Few Answers"", ""Institution"" : ""University of Western Ontario""},","African-American Migration and Urbanization in the Lower Midwest, 1860-1930: Many Questions and a Few Answers",1,,,,No,,,Blocker
Bloomfield1987,Item,http://127.0.0.1/Bloomfield1987,"Bloomfield, Elizabeth",1987,No,"Industry in Canadian Urban Centres, 1870: Accessing and Analyzing the Manuscript Schedules of the 1871 Census of Canada",University of Guelph,,"{""Author"" : ""Bloomfield, Elizabeth"", ""Year"" : ""1987"",""label"" : ""Bloomfield1987"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Bloomfield1987"", ""cleanTitle"" : ""Industry in Canadian Urban Centres, 1870: Accessing and Analyzing the Manuscript Schedules of the 1871 Census of Canada"", ""Institution"" : ""University of Guelph""},","Industry in Canadian Urban Centres, 1870: Accessing and Analyzing the Manuscript Schedules of the 1871 Census of Canada",1,,,,No,,,Bloomfield
Bond1970,Item,http://127.0.0.1/Bond1970,"Bond, David",1970,No,"The Merger Movement in Canadian Banking, 1900 - 1920",University of British Columbia,,"{""Author"" : ""Bond, David"", ""Year"" : ""1970"",""label"" : ""Bond1970"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Bond1970"", ""cleanTitle"" : ""The Merger Movement in Canadian Banking, 1900 - 1920"", ""Institution"" : ""University of British Columbia""},","The Merger Movement in Canadian Banking, 1900 - 1920",1,,,,No,,,Bond
Bordo1978,Item,http://127.0.0.1/Bertram1973,"Bordo, Michael",1978,No,The Long-Run Behaviour of the Income Velocity of Circulation: A Cross-Nation Comparison,Carleton University,,"{""Author"" : ""Bordo, Michael"", ""Year"" : ""1978"",""label"" : ""Bordo1978"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Bertram1973"", ""cleanTitle"" : ""The Long-Run Behaviour of the Income Velocity of Circulation: A Cross-Nation Comparison"", ""Institution"" : ""Carleton University""},",The Long-Run Behaviour of the Income Velocity of Circulation: A Cross-Nation Comparison,1,,,,No,,,Bordo
Bordo1984,Item,http://127.0.0.1/Bordo1984,"Bordo, Michael",1984,No,"Financial Crises and Banking Panics, 1870-1933: Some Comparative Evidence",University of South Carolina,,"{""Author"" : ""Bordo, Michael"", ""Year"" : ""1984"",""label"" : ""Bordo1984"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Bordo1984"", ""cleanTitle"" : ""Financial Crises and Banking Panics, 1870-1933: Some Comparative Evidence"", ""Institution"" : ""University of South Carolina""},","Financial Crises and Banking Panics, 1870-1933: Some Comparative Evidence",1,,,,No,,,Bordo
Bordo1985,Item,http://127.0.0.1/Bordo1985,"Bordo, Michael",1985,Yes,Why was the Bank of Canada formed in 1935?,University of South Carolina,"Redish, Angela","{""Author"" : ""Bordo, Michael"", ""Year"" : ""1985"",""label"" : ""Bordo1985"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Bordo1985"", ""cleanTitle"" : ""Why was the Bank of Canada formed in 1935?"", ""Institution"" : ""University of South Carolina""},",Why was the Bank of Canada formed in 1935?,1,,"Redish, Angela",,No,Undirected,1,Bordo
Bordo1992,Item,http://127.0.0.1/Bordo1992,"Bordo, Michael",1992,Yes,Domestic versus International Sources of the Great Depression in Canada,Rutgers University,"Redish, Angela","{""Author"" : ""Bordo, Michael"", ""Year"" : ""1992"",""label"" : ""Bordo1992"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Bordo1992"", ""cleanTitle"" : ""Domestic versus International Sources of the Great Depression in Canada"", ""Institution"" : ""Rutgers University""},",Domestic versus International Sources of the Great Depression in Canada,1,,"Redish, Angela",,No,Undirected,1,Bordo
Bordo1994,Item,http://127.0.0.1/Bordo1994,"Bordo, Michael",1994,Yes,A Comparison of the United States and Canadian Banking Systems in the Twentieth Century.: Stability versus Efficiency?,Rutgers University,"Rockoff, Hugh;Redish, Angela","{""Author"" : ""Bordo, Michael"", ""Year"" : ""1994"",""label"" : ""Bordo1994"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Bordo1994"", ""cleanTitle"" : ""A Comparison of the United States and Canadian Banking Systems in the Twentieth Century.: Stability versus Efficiency?"", ""Institution"" : ""Rutgers University""},",A Comparison of the United States and Canadian Banking Systems in the Twentieth Century.: Stability versus Efficiency?,1,,"Redish, Angela","Rockoff, Hugh",Yes,,,Bordo
Bordo1995,Item,http://127.0.0.1/Bordo1995,"Bordo, Michael",1995,Yes,Optimal Debt Finance and the Central Bank,Rutgers University,"Redish, Angela","{""Author"" : ""Bordo, Michael"", ""Year"" : ""1995"",""label"" : ""Bordo1995"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Bordo1995"", ""cleanTitle"" : ""Optimal Debt Finance and the Central Bank"", ""Institution"" : ""Rutgers University""},",Optimal Debt Finance and the Central Bank,1,,"Redish, Angela",,No,Undirected,1,Bordo
Bordo1997,Item,http://127.0.0.1/Bordo1997,"Bordo, Michael",1997,Yes,The Legacy of French and English Fiscal and Monetary Institutions for Canada,Rutgers University,"Redish, Angela","{""Author"" : ""Bordo, Michael"", ""Year"" : ""1997"",""label"" : ""Bordo1997"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Bordo1997"", ""cleanTitle"" : ""The Legacy of French and English Fiscal and Monetary Institutions for Canada"", ""Institution"" : ""Rutgers University""},",The Legacy of French and English Fiscal and Monetary Institutions for Canada,1,,"Redish, Angela",,No,Undirected,1,Bordo
Bordo1999,Item,http://127.0.0.1/Bordo1999,"Bordo, Michael",1999,Yes,Historical Perspectives on Canadian Monetary and Banking Policy,Rutgers University,"Redish, Angela;Shearer, Ronald A.","{""Author"" : ""Bordo, Michael"", ""Year"" : ""1999"",""label"" : ""Bordo1999"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Bordo1999"", ""cleanTitle"" : ""Historical Perspectives on Canadian Monetary and Banking Policy"", ""Institution"" : ""Rutgers University""},",Historical Perspectives on Canadian Monetary and Banking Policy,1,,"Shearer, Ronald A.","Redish, Angela",Yes,,,Bordo
Bordo2000,Item,http://127.0.0.1/Bordo2000,"Bordo, Michael",2000,No,Globalization of Financial Markets and Financial Crises: The Lessons from History.,Rutgers University,,"{""Author"" : ""Bordo, Michael"", ""Year"" : ""2000"",""label"" : ""Bordo2000"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Bordo2000"", ""cleanTitle"" : ""Globalization of Financial Markets and Financial Crises: The Lessons from History"", ""Institution"" : ""Rutgers University""},",Globalization of Financial Markets and Financial Crises: The Lessons from History,1,,,,No,,,Bordo
Bordo2002,Item,http://127.0.0.1/Bordo2002,"Bordo, Michael",2002,Yes,Is Deflation Depressing?: Evidence from the Classical Gold Standard.,Rutgers University,"Redish, Angela","{""Author"" : ""Bordo, Michael"", ""Year"" : ""2002"",""label"" : ""Bordo2002"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Bordo2002"", ""cleanTitle"" : ""Is Deflation Depressing?: Evidence from the Classical Gold Standard"", ""Institution"" : ""Rutgers University""},",Is Deflation Depressing?: Evidence from the Classical Gold Standard,1,,"Redish, Angela",,No,Undirected,1,Bordo
Bordo2005,Item,http://127.0.0.1/Bordo2005,"Bordo, Michael",2005,Yes,The Role of Gold in the Deflation of the Late 19th Century,Rutgers University,"Redish, Angela;Lane, John","{""Author"" : ""Bordo, Michael"", ""Year"" : ""2005"",""label"" : ""Bordo2005"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Bordo2005"", ""cleanTitle"" : ""The Role of Gold in the Deflation of the Late 19th Century"", ""Institution"" : ""Rutgers University""},",The Role of Gold in the Deflation of the Late 19th Century,1,,"Lane, John","Redish, Angela",Yes,,,Bordo
Bordo2008,Item,http://127.0.0.1/Bordo2000,"Bordo, Michael",2008,Yes,Canada and the IMF: Trailblazer or Prodigal Son?,Rutgers University,"Gomes, Tamara","{""Author"" : ""Bordo, Michael"", ""Year"" : ""2008"",""label"" : ""Bordo2008"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Bordo2000"", ""cleanTitle"" : ""Canada and the IMF: Trailblazer or Prodigal Son?"", ""Institution"" : ""Rutgers University""},",Canada and the IMF: Trailblazer or Prodigal Son?,1,,"Gomes, Tamara",,No,Undirected,1,Bordo
BordoA2011,Item,http://127.0.0.1/BordoA2011,"Bordo, Michael",2011,Yes,"Why Didn't Canada Have a Banking Crisis in 2008 (or in 1930, or 1907, or 1893)?",Rutgers University,"Rockoff, Hugh;Redish, Angela","{""Author"" : ""Bordo, Michael"", ""Year"" : ""2011"",""label"" : ""BordoA2011"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/BordoA2011"", ""cleanTitle"" : ""Why Didn't Canada Have a Banking Crisis in 2008 (or in 1930, or 1907, or 1893)?"", ""Institution"" : ""Rutgers University""},","Why Didn't Canada Have a Banking Crisis in 2008 (or in 1930, or 1907, or 1893)?",1,,"Redish, Angela","Rockoff, Hugh",Yes,,,Bordo
BordoA2014,Item,,"Bordo, Michael",2014,No,The Federal Reserve as Lender of Last Resort in the Great Depression and the Great Contraction,Rutgers University,,"{""Author"" : ""Bordo, Michael"", ""Year"" : ""2014"",""label"" : ""BordoA2014"", ""type"" : ""Item"", ""uri"" : """", ""cleanTitle"" : ""The Federal Reserve as Lender of Last Resort in the Great Depression and the Great Contraction"", ""Institution"" : ""Rutgers University""},",The Federal Reserve as Lender of Last Resort in the Great Depression and the Great Contraction,1,,,,No,,,Bordo
Borins1975,Item,http://127.0.0.1/Borins1975,"Borins, Sanford",1975,No,"Western Settlement, 1870-1920",Government of Canada,,"{""Author"" : ""Borins, Sanford"", ""Year"" : ""1975"",""label"" : ""Borins1975"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Borins1975"", ""cleanTitle"" : ""Western Settlement, 1870-1920"", ""Institution"" : ""Government of Canada""},","Western Settlement, 1870-1920",1,,,,No,,,Borins
Borins1976,Item,http://127.0.0.1/Borins1976,"Borins, Sanford",1976,No,Dominion Land Policy and the Settlement of Western Canada,Carleton University,,"{""Author"" : ""Borins, Sanford"", ""Year"" : ""1976"",""label"" : ""Borins1976"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Borins1976"", ""cleanTitle"" : ""Dominion Land Policy and the Settlement of Western Canada"", ""Institution"" : ""Carleton University""},",Dominion Land Policy and the Settlement of Western Canada,1,,,,No,,,Borins
Bórtola2003,Item,http://127.0.0.1/B%C3%83%C2%A9rtola2003,"Bórtola, Luis",2003,No,"The Economic History of the Southern Cone (Argentina, Brazil, Uruguay): Recent Trends and Prospects","Universidad de la Republica, Uruguay",,"{""Author"" : ""Bórtola, Luis"", ""Year"" : ""2003"",""label"" : ""Bórtola2003"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/B%C3%83%C2%A9rtola2003"", ""cleanTitle"" : ""The Economic History of the Southern Cone (Argentina, Brazil, Uruguay): Recent Trends and Prospects"", ""Institution"" : ""Universidad de la Republica, Uruguay""},","The Economic History of the Southern Cone (Argentina, Brazil, Uruguay): Recent Trends and Prospects",1,,,,No,,,Bórtola
Botticini1997,Item,http://127.0.0.1/Botticini1997,"Botticini, Maristella",1997,No,A Loveless Economy? Intergenerational Altruism and the Dowry Sytstem: Cortona ca. 1415-36,Northwestern University,,"{""Author"" : ""Botticini, Maristella"", ""Year"" : ""1997"",""label"" : ""Botticini1997"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Botticini1997"", ""cleanTitle"" : ""A Loveless Economy? Intergenerational Altruism and the Dowry Sytstem: Cortona ca. 1415-36"", ""Institution"" : ""Northwestern University""},",A Loveless Economy? Intergenerational Altruism and the Dowry Sytstem: Cortona ca. 1415-36,1,,,,No,,,Botticini
BoustanA2014,Item,,"Boustan, Leah Platt ",2014,No,Competition in the Promised Land: Black Migrants in Northern Cities and Labor Markets,University of California Los Angeles,,"{""Author"" : ""Boustan, Leah Platt "", ""Year"" : ""2014"",""label"" : ""BoustanA2014"", ""type"" : ""Item"", ""uri"" : """", ""cleanTitle"" : ""Competition in the Promised Land: Black Migrants in Northern Cities and Labor Markets"", ""Institution"" : ""University of California Los Angeles""},",Competition in the Promised Land: Black Migrants in Northern Cities and Labor Markets,1,,,,No,,,Boustan
BoyerA2011,Item,http://127.0.0.1/BoyerA2011,"Boyer, George",2011,No,"Work for their Prime, and Workhouse for their Age: A Regional Analysis of Elderly Pauperism in Victorian Britain",Cornell University,,"{""Author"" : ""Boyer, George"", ""Year"" : ""2011"",""label"" : ""BoyerA2011"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/BoyerA2011"", ""cleanTitle"" : ""Work for their Prime, and Workhouse for their Age: A Regional Analysis of Elderly Pauperism in Victorian Britain"", ""Institution"" : ""Cornell University""},","Work for their Prime, and Workhouse for their Age: A Regional Analysis of Elderly Pauperism in Victorian Britain",1,,,,No,,,Boyer
